id,start_x,start_y,end_x,end_y,towards_light
23,300,288,340,249,True
24,95,288,56,304,False
25,625,353,631,329,True
26,458,287,481,354,False
27,396,258,368,279,False
28,175,163,194,187,False
29,323,172,394,120,True
30,82,227,83,245,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,93,93,True
4,634,159,622,129,True
5,604,35,602,36,True
6,534,137,533,139,False
7,126,420,118,404,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,286,390,309,380,True
13,166,337,182,341,True
14,473,375,486,365,True
16,15,426,16,422,True
17,222,348,261,370,False
18,562,374,574,329,True
19,401,394,459,399,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,288,340,249,True
24,95,288,56,304,False
25,625,353,631,329,True
26,458,287,481,354,False
27,396,258,368,279,False
28,175,163,194,187,False
29,323,172,394,120,True
30,82,227,83,245,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,93,93,True
4,634,159,622,129,True
5,565,36,629,18,False
6,534,137,533,139,False
7,127,420,131,411,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,286,390,309,380,True
13,166,337,182,341,True
14,474,355,468,337,True
16,15,426,16,422,True
17,222,348,261,370,False
18,562,374,574,329,True
19,401,394,459,399,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,295,250,True
24,95,288,56,304,False
25,625,353,631,329,True
26,458,287,481,354,False
27,396,258,368,279,False
28,170,190,223,182,True
29,323,172,394,120,True
30,82,227,83,245,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,287,390,278,390,False
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,359,169,373,113,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,287,390,278,390,False
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,359,169,373,113,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,287,390,278,390,False
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,359,169,373,113,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,287,390,278,390,False
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,359,169,373,113,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,287,390,278,390,False
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,359,169,373,113,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,287,390,278,390,False
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,359,169,373,113,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,287,390,278,390,False
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,359,169,373,113,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,280,423,264,413,True
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,376,149,399,107,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,280,423,264,413,True
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,376,149,399,107,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,280,423,264,413,True
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,376,149,399,107,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,280,423,264,413,True
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,376,149,399,107,True
30,82,226,102,260,False
1,427,130,336,132,True
2,3,67,8,81,True
3,12,82,76,45,True
4,634,159,624,120,True
5,603,34,634,26,False
6,534,137,533,139,False
7,126,420,136,414,True
8,69,351,14,312,False
9,499,444,532,455,False
10,209,470,159,455,True
11,60,473,24,435,True
12,280,423,264,413,True
13,166,337,182,341,True
14,469,378,472,336,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,542,289,True
19,401,394,465,378,False
20,560,364,577,343,True
21,331,371,361,324,True
22,197,377,226,394,False
23,300,287,252,251,True
24,95,288,56,304,False
25,631,326,616,320,True
26,458,287,481,354,False
27,397,258,332,283,False
28,175,162,223,188,True
29,376,149,399,107,True
30,82,226,102,260,False
1,409,142,346,111,True
2,3,67,8,81,True
3,11,82,45,43,True
4,634,159,596,113,True
5,564,36,612,31,False
6,534,137,533,139,False
7,127,420,127,427,False
8,69,351,14,312,False
9,500,444,551,437,False
10,209,470,159,455,True
11,60,473,24,435,True
12,280,423,208,379,True
13,166,337,182,341,True
14,441,368,442,337,True
16,15,426,16,422,True
17,223,348,237,380,False
18,577,341,493,302,True
19,401,394,439,384,True
20,560,364,616,356,False
21,331,371,361,324,True
22,197,377,226,394,False
23,300,288,268,253,True
24,95,288,56,304,False
25,625,352,594,315,True
26,458,287,513,335,False
27,397,258,306,283,False
28,174,163,208,178,True
29,359,169,436,92,True
30,84,227,69,259,False
1,428,130,342,112,True
2,3,67,44,44,True
3,11,82,45,43,True
4,634,159,589,105,True
5,564,35,606,19,False
6,534,137,533,139,False
7,128,421,127,414,True
8,41,341,15,277,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,281,423,246,388,True
13,166,337,182,341,True
14,476,355,440,336,True
16,15,426,16,422,True
17,224,348,279,392,False
18,562,373,492,293,True
19,401,394,439,384,True
20,560,364,629,345,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,268,254,True
24,86,323,68,335,False
25,632,326,613,305,True
26,458,287,513,335,False
27,397,258,301,282,False
28,168,191,193,186,True
29,376,148,433,88,True
30,84,227,69,259,False
1,428,130,342,112,True
2,3,67,44,44,True
3,11,82,45,43,True
4,634,159,589,105,True
5,564,35,606,19,False
6,534,137,533,139,False
7,128,421,127,414,True
8,41,341,15,277,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,281,423,246,388,True
13,166,337,182,341,True
14,476,355,440,336,True
16,15,426,16,422,True
17,224,348,279,392,False
18,562,373,492,293,True
19,401,394,439,384,True
20,560,364,629,345,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,268,254,True
24,86,323,68,335,False
25,632,326,613,305,True
26,458,287,513,335,False
27,397,258,301,282,False
28,168,191,193,186,True
29,376,148,433,88,True
30,84,227,69,259,False
1,428,130,342,112,True
2,3,67,44,44,True
3,11,82,45,43,True
4,634,159,589,105,True
5,564,35,606,19,False
6,534,137,533,139,False
7,128,421,127,414,True
8,41,341,15,277,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,281,423,246,388,True
13,166,337,182,341,True
14,476,355,440,336,True
16,15,426,16,422,True
17,224,348,279,392,False
18,562,373,492,293,True
19,401,394,439,384,True
20,560,364,629,345,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,268,254,True
24,86,323,68,335,False
25,632,326,613,305,True
26,458,287,513,335,False
27,397,258,301,282,False
28,168,191,193,186,True
29,351,149,437,84,True
30,84,227,69,259,False
1,428,130,342,112,True
2,3,67,44,44,True
3,11,82,45,43,True
4,634,159,589,105,True
5,564,35,606,19,False
6,534,137,533,139,False
7,128,421,127,414,True
8,41,341,15,277,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,281,423,246,388,True
13,166,337,182,341,True
14,476,355,440,336,True
16,15,426,16,422,True
17,224,348,279,392,False
18,562,373,492,293,True
19,401,394,439,384,True
20,560,364,629,345,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,268,254,True
24,86,323,68,335,False
25,632,326,613,305,True
26,458,287,513,335,False
27,397,258,301,282,False
28,168,191,193,186,True
29,351,149,437,84,True
30,84,227,69,259,False
1,393,145,342,112,True
2,3,67,43,44,True
3,11,82,45,43,True
4,634,159,590,106,True
5,603,34,608,28,False
6,534,137,533,139,False
7,128,421,127,416,True
8,69,351,14,276,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,288,389,248,379,True
13,166,337,182,341,True
14,470,377,441,335,True
16,15,426,16,422,True
17,226,347,281,393,False
18,577,341,511,282,True
19,401,394,438,388,False
20,560,364,604,368,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,221,250,True
24,95,288,64,345,False
25,626,352,617,305,True
26,458,287,513,335,False
27,398,258,302,281,False
28,174,162,197,185,False
29,338,130,433,76,False
30,84,227,92,256,False
1,393,145,342,112,True
2,3,67,43,44,True
3,11,82,45,43,True
4,634,159,590,106,True
5,603,34,608,28,False
6,534,137,533,139,False
7,128,421,127,416,True
8,69,351,14,276,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,288,389,248,379,True
13,166,337,182,341,True
14,470,377,441,335,True
16,15,426,16,422,True
17,226,347,281,393,False
18,577,341,511,282,True
19,401,394,438,388,False
20,560,364,604,368,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,221,250,True
24,95,288,64,345,False
25,626,352,617,305,True
26,458,287,513,335,False
27,398,258,302,281,False
28,174,162,197,185,False
29,338,130,433,76,False
30,84,227,92,256,False
1,393,145,342,112,True
2,3,67,43,44,True
3,11,82,45,43,True
4,634,159,590,106,True
5,603,34,608,28,False
6,534,137,533,139,False
7,128,421,127,416,True
8,69,351,14,276,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,288,389,248,379,True
13,166,337,182,341,True
14,470,377,441,335,True
16,15,426,16,422,True
17,226,347,281,393,False
18,577,341,511,282,True
19,401,394,438,388,False
20,560,364,604,368,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,221,250,True
24,95,288,64,345,False
25,626,352,617,305,True
26,458,287,513,335,False
27,398,258,302,281,False
28,174,162,197,185,False
29,338,130,433,76,False
30,84,227,92,256,False
1,393,145,342,112,True
2,3,67,43,44,True
3,11,82,45,43,True
4,634,159,590,106,True
5,603,34,608,28,False
6,534,137,533,139,False
7,128,421,127,416,True
8,69,351,14,276,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,288,389,248,379,True
13,166,337,182,341,True
14,470,377,441,335,True
16,15,426,16,422,True
17,226,347,281,393,False
18,577,341,511,282,True
19,401,394,438,388,False
20,560,364,604,368,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,221,250,True
24,95,288,64,345,False
25,626,352,617,305,True
26,458,287,513,335,False
27,398,258,302,281,False
28,174,162,197,185,False
29,338,130,433,76,False
30,84,227,92,256,False
1,393,145,342,112,True
2,3,67,43,44,True
3,11,82,45,43,True
4,634,159,590,106,True
5,603,34,608,28,False
6,534,137,533,139,False
7,128,421,127,416,True
8,69,351,14,276,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,288,389,248,379,True
13,166,337,182,341,True
14,470,377,441,335,True
16,15,426,16,422,True
17,226,347,281,393,False
18,577,341,511,282,True
19,401,394,438,388,False
20,560,364,604,368,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,221,250,True
24,95,288,64,345,False
25,626,352,617,305,True
26,458,287,513,335,False
27,398,258,302,281,False
28,174,162,197,185,False
29,338,130,433,76,False
30,84,227,92,256,False
1,393,145,342,112,True
2,3,67,43,44,True
3,11,82,45,43,True
4,634,159,590,106,True
5,603,34,608,28,False
6,534,137,533,139,False
7,128,421,127,416,True
8,69,351,14,276,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,288,389,248,379,True
13,166,337,182,341,True
14,470,377,441,335,True
16,15,426,16,422,True
17,226,347,281,393,False
18,577,341,511,282,True
19,401,394,438,388,False
20,560,364,604,368,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,221,250,True
24,95,288,64,345,False
25,626,352,617,305,True
26,458,287,513,335,False
27,398,258,302,281,False
28,174,162,197,185,False
29,338,130,433,76,False
30,84,227,92,256,False
1,393,145,342,112,True
2,3,67,43,44,True
3,11,82,45,43,True
4,634,159,590,106,True
5,603,34,608,28,False
6,534,137,533,139,False
7,128,421,127,416,True
8,69,351,14,276,True
9,501,445,541,426,True
10,209,470,159,455,True
11,60,473,24,435,True
12,288,389,248,379,True
13,166,337,182,341,True
14,470,377,441,335,True
16,15,426,16,422,True
17,226,347,281,393,False
18,577,341,511,282,True
19,401,394,438,388,False
20,560,364,604,368,False
21,331,371,361,324,True
22,197,377,226,394,False
23,326,279,221,250,True
24,95,288,64,345,False
25,626,352,617,305,True
26,458,287,513,335,False
27,398,258,302,281,False
28,174,162,197,185,False
29,338,130,433,76,False
30,84,227,92,256,False
1,428,129,344,110,True
2,3,67,43,43,True
3,11,82,45,43,True
4,634,159,592,106,True
5,564,35,610,30,False
6,534,137,533,139,False
7,126,420,145,414,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,60,473,24,435,True
12,282,423,247,382,True
13,166,337,196,365,False
14,442,368,442,336,True
15,516,430,541,428,False
16,15,426,16,422,True
17,226,347,281,393,False
18,562,373,497,302,True
19,401,394,439,382,True
20,560,364,624,342,False
21,331,371,361,324,True
22,197,377,216,393,False
23,326,278,226,250,True
24,86,322,64,346,False
25,632,325,605,304,True
26,458,287,513,327,False
27,398,258,304,281,False
28,167,190,193,187,True
29,350,149,435,84,True
30,83,222,52,258,False
1,428,129,344,110,True
2,3,67,43,43,True
3,11,82,45,43,True
4,634,159,591,145,True
5,564,35,610,30,False
6,534,137,533,139,False
7,126,420,145,414,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,60,473,24,435,True
12,282,423,247,382,True
13,166,337,196,365,False
14,442,368,442,336,True
15,516,430,541,428,False
16,15,426,16,422,True
17,226,347,281,393,False
18,562,373,497,302,True
19,401,394,439,382,True
20,560,364,624,342,False
21,331,371,361,324,True
22,197,377,216,393,False
23,326,278,226,250,True
24,86,322,64,346,False
25,632,325,605,304,True
26,458,287,513,327,False
27,398,258,304,281,False
28,167,190,193,187,True
29,350,149,435,84,True
30,83,222,52,258,False
1,409,141,360,138,True
2,3,67,43,43,True
3,11,82,45,43,True
4,634,159,601,114,True
5,564,35,610,30,False
6,534,137,533,139,False
7,126,420,145,414,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,60,473,24,435,True
12,282,423,247,382,True
13,166,337,196,365,False
14,461,398,440,320,True
15,516,430,541,428,False
16,15,426,16,422,True
17,226,347,281,393,False
18,562,373,497,302,True
19,401,394,439,382,True
20,560,364,585,348,False
21,331,371,349,331,True
22,197,377,216,393,False
23,326,278,226,250,True
24,95,287,72,365,False
25,628,352,567,302,True
26,458,287,513,327,False
27,398,258,304,281,False
28,167,190,193,187,True
29,350,149,435,84,True
30,83,222,52,258,False
1,428,129,360,138,True
2,3,67,43,43,True
3,11,82,45,43,True
4,634,159,601,114,True
5,564,35,610,30,False
6,534,137,533,139,False
7,126,420,145,414,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,60,473,24,435,True
12,282,423,247,382,True
13,166,337,196,365,False
14,470,377,440,322,True
15,516,430,541,428,False
16,15,426,16,422,True
17,226,348,303,426,False
18,562,373,497,302,True
19,401,394,439,382,True
20,560,364,585,349,False
21,331,371,349,331,True
22,197,377,216,393,False
23,326,278,226,250,True
24,86,322,72,365,False
25,632,325,567,302,True
26,458,287,513,327,False
27,398,258,304,281,False
28,167,190,193,187,True
29,350,149,435,84,True
30,83,222,52,258,False
1,428,129,360,138,True
2,3,67,43,43,True
3,11,82,45,43,True
4,634,159,601,114,True
5,564,35,610,30,False
6,534,137,533,139,False
7,126,420,145,414,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,60,473,24,435,True
12,282,423,247,382,True
13,166,337,196,365,False
14,470,377,440,322,True
15,516,430,541,428,False
16,15,426,16,422,True
17,226,348,303,426,False
18,562,373,497,302,True
19,401,394,439,382,True
20,560,364,585,349,False
21,331,371,349,331,True
22,197,377,216,393,False
23,326,278,226,250,True
24,86,322,72,365,False
25,632,325,567,302,True
26,458,287,513,327,False
27,398,258,304,281,False
28,167,190,193,187,True
29,350,149,435,84,True
30,83,222,52,258,False
1,428,129,360,138,True
2,3,67,47,44,True
3,11,82,45,43,True
4,634,159,601,114,True
5,603,34,608,31,False
6,534,137,533,139,False
7,126,419,156,398,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,60,473,24,435,True
12,288,389,251,414,False
13,166,337,196,365,False
14,470,377,440,322,True
15,516,430,541,428,False
16,15,426,16,422,True
17,226,348,303,426,False
18,562,373,497,302,True
19,401,394,439,382,True
20,560,364,613,360,False
21,331,371,349,331,True
22,197,377,216,393,False
23,326,278,226,250,True
24,86,322,72,365,False
25,632,325,567,302,True
26,442,263,495,345,False
27,398,258,296,279,False
28,167,190,193,187,True
29,338,130,435,87,False
30,83,222,52,258,False
1,428,129,360,138,True
2,3,67,47,44,True
3,11,82,45,43,True
4,634,159,597,151,True
5,603,34,608,31,False
6,534,137,533,139,False
7,126,419,156,398,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,60,473,24,435,True
12,288,389,251,414,False
13,166,337,196,365,False
14,444,367,475,325,True
15,516,430,541,428,False
16,15,426,16,422,True
17,226,348,303,426,False
18,578,340,515,287,True
19,401,394,439,382,True
20,560,364,613,360,False
21,331,371,354,334,True
22,197,377,216,393,False
23,326,278,226,250,True
24,86,322,72,365,False
25,632,325,567,302,True
26,442,263,495,345,False
27,398,258,296,279,False
28,167,190,193,187,True
29,338,130,435,87,False
30,83,222,52,258,False
1,410,141,377,170,False
2,3,67,63,25,True
3,11,82,45,43,True
4,634,159,607,114,True
5,603,34,608,31,False
6,559,155,571,136,False
7,126,419,156,398,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,61,473,30,399,True
12,281,424,240,445,False
13,166,337,196,365,False
14,444,367,475,325,True
15,516,430,620,342,True
16,15,426,16,422,True
17,227,348,358,376,False
18,578,340,515,287,True
19,438,392,420,374,True
20,560,364,613,360,False
21,331,371,368,289,True
22,197,377,216,393,False
23,326,278,226,250,True
24,95,287,64,366,False
25,628,352,576,303,True
26,442,263,495,345,False
27,398,258,296,279,False
28,167,190,193,187,True
29,338,130,435,87,False
30,83,222,52,258,False
1,428,129,375,172,False
2,3,67,76,35,True
3,11,82,45,43,True
4,634,159,613,75,True
5,603,34,608,31,False
6,560,155,564,146,True
7,126,419,156,398,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,67,473,25,407,True
12,287,390,240,444,False
13,166,337,196,365,False
14,444,367,475,325,True
15,516,430,614,270,True
16,15,426,16,422,True
17,224,347,398,371,False
18,578,340,515,287,True
19,453,393,435,381,True
20,560,364,613,360,False
21,331,371,367,290,True
22,197,377,216,393,False
23,326,278,226,250,True
24,87,322,65,366,False
25,632,330,563,303,True
26,442,263,495,345,False
27,398,258,296,279,False
28,167,190,193,187,True
29,338,130,435,87,False
30,83,222,52,258,False
1,409,141,378,177,False
2,3,67,76,35,True
3,11,82,45,43,True
4,634,159,613,75,True
5,603,34,608,31,False
6,560,154,604,115,False
7,126,419,156,398,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,67,473,25,407,True
12,281,424,253,438,False
13,166,337,196,365,False
14,444,367,475,325,True
15,516,430,614,270,True
16,15,426,16,422,True
17,224,347,398,371,False
18,578,340,515,287,True
19,453,393,435,381,True
20,560,364,613,360,False
21,331,371,367,290,True
22,197,377,216,393,False
23,326,278,226,250,True
24,87,322,65,366,False
25,632,330,563,303,True
26,442,263,495,345,False
27,398,258,296,279,False
28,167,190,193,187,True
29,338,130,435,87,False
30,83,222,52,258,False
1,409,141,378,177,False
2,3,67,76,35,True
3,11,82,45,43,True
4,634,159,613,75,True
5,603,34,608,31,False
6,560,154,604,115,False
7,126,419,156,398,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,67,473,25,407,True
12,281,424,253,438,False
13,166,337,196,365,False
14,444,367,475,325,True
15,516,430,614,270,True
16,15,426,16,422,True
17,224,347,398,371,False
18,578,340,515,287,True
19,453,393,435,381,True
20,560,364,613,360,False
21,331,371,367,290,True
22,197,377,216,393,False
23,326,278,226,250,True
24,87,322,65,366,False
25,632,330,563,303,True
26,442,263,495,345,False
27,398,258,296,279,False
28,167,190,193,187,True
29,338,130,435,87,False
30,83,222,52,258,False
1,428,129,378,177,False
2,3,67,76,35,True
3,11,82,45,43,True
4,634,159,613,75,True
5,603,34,608,31,False
6,559,154,564,139,True
7,126,419,156,398,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,67,473,25,407,True
12,281,424,253,438,False
13,166,337,196,365,False
14,444,367,475,325,True
15,516,430,614,270,True
16,15,426,16,422,True
17,223,347,432,381,False
18,578,340,515,287,True
19,453,393,435,381,True
20,560,364,613,360,False
21,331,371,367,290,True
22,197,377,216,393,False
23,326,278,226,250,True
24,87,322,65,366,False
25,632,330,563,303,True
26,442,263,495,345,False
27,398,258,296,279,False
28,167,190,193,187,True
29,338,130,435,87,False
30,83,222,52,258,False
1,428,129,378,177,False
2,3,67,76,35,True
3,11,82,45,43,True
4,634,159,613,75,True
5,603,34,608,31,False
6,559,154,564,139,True
7,126,419,156,398,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,67,473,25,407,True
12,281,424,253,438,False
13,166,337,196,365,False
14,444,367,475,325,True
15,516,430,614,270,True
16,15,426,16,422,True
17,223,347,432,381,False
18,578,340,515,287,True
19,453,393,435,381,True
20,560,364,613,360,False
21,331,371,367,290,True
22,197,377,216,393,False
23,326,278,226,250,True
24,87,322,65,366,False
25,632,330,563,303,True
26,442,263,495,345,False
27,398,258,296,279,False
28,167,190,193,187,True
29,338,130,435,87,False
30,83,222,52,258,False
1,428,129,378,177,False
2,3,67,76,35,True
3,11,82,45,43,True
4,634,159,613,75,True
5,603,34,608,31,False
6,559,154,564,139,True
7,126,419,156,398,True
8,69,351,8,246,True
9,501,444,593,453,False
10,209,470,150,459,False
11,67,473,25,407,True
12,281,424,253,438,False
